movie_title,original_description,true_genre,predicted_genre
Alongside Night,"Alongside Night is the story of the final economic collapse of the United States as seen through the eyes of 16-year-old Elliot Vreeland, searching for his missing Nobel-laureate-economist",action,horror
The Last Witch Hunter,The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,action,horror
The Invited,"After meeting the girl of his dreams, an ambitious but lonely computer programmer soon discovers the terrifying secret behind her affections.",action,horror
Ihtilat,Öztürk family planning a pleasant weekend break go to countryside. They will soon find themselves in a chaotic dilemma that pushes the limits of reason.,horror,romance
Girl Walks Into a Bar,A sharp-witted comedy that follows a group of apparent strangers in interlocking stories taking place in ten different bars during the course of one evening throughout Los Angeles.,romance,horror
Warming Up,"Bert, a pitcher for a baseball team in a small town, is given the opportunity to try out for a team in the big leagues. Unfortunately, he incurs the enmity of McRae, the league's leading",romance,action
A Blind Bargain,"In return for money and medical aid for his invalid mother, struggling author Robert Sandell agrees to subject himself to experiments by Dr. Lamb, who claims he is trying to extend the",horror,romance
Muso,An obsessive fan goes to extreme lengths to reform his favourite band.,horror,romance
72 Vermilion Street,Plot kept under wraps. Described as an action thriller comedy with a demonic twist.,action,horror
Legend of Paul Pry,"Lisa Adams is assign to get the Story on Chris Wells, A missing person, but ends up going down the wrong road called Paul Pry Trail",horror,action
Amphigori,"This movie is a motley collection of 12 short films varying from action, drama, comedy to romance and connected together with the help of a book and a conversation of two guys who are planning to make a movie.",action,romance
The Phantom Express,"A railway is threatened by mysterious wrecks, which turn out to be caused by criminals using a unique deception.",romance,action
Moss,"In this Southern Gothic coming-of-age tale, an isolated and troubled young man, Moss, meets a mysterious and beautiful hiker on the banks of the river near his home on his eighteenth",romance,horror
Players,A movie about Bike racers set in a village whose inhabitants are passionate about biking. The parents there are ready to marry their daughters to the fastest bike racer. The youngsters form race clubs to compete with each other.,romance,action
The Wonderpill,A young woman suffers from heavy migraines. Her boyfriend tricks her into taking a fake pill to treat her migraines; side effect: an exploding libido.,romance,horror
Heavenquest: A Pilgrim's Progress,"A regal man named Vangel is thrust on a journey against his will when he is mysteriously arrested and begins to have strange visions of a woman in white. Armed with an ancient book that he receives from a wise sage, his adventure begins.",action,horror
Gun Shy,An aging rock star's wife is kidnapped while vacationing in Chile.,action,romance
Soul Survivors: Angel-Love Power,"Featuring Shedrick Garret (Medea Films, House of Pain, and other TV), this new addition to the Soul Survivors family of films shows couples how to bond even more. Tanya and Jack are still",romance,horror
Arouss el Nil,"An engineer in an oil company tries to dig to reach the oil in area with a lot of ancient Egyptian tombs. He meets with Hames, the pride of the Nile, and changed his mind about digging in the ancient Valley.",romance,action
Next Door,"NEXT DOOR is a gripping ghost story that follows the tale of Anna, a single woman and bookkeeper for a New York firm, who wins a bid on a house in a small town in Massachusetts. After being",horror,romance
My Mother Elaine,"After developing Dementia, Elaine returns to her childhood home to live and be cared for by her daughter and step-son and continues to sustain injuries that she forgets happen.",horror,romance
Kaira: Story That Unfolds the Truth,Kaira: Story that unfolds the truth is an upcoming Gujarati Feature Film presented by Gujotsav Production House. The release date is tentative and soon more updates will be updated by the production house.,action,horror
An Enraged New World,A group of wayward astronauts returning from a long mission to Ganymede crash land on a planet very much like earth. The problem is that the mysterious inhabitants are murderous lunatics out to kill every one of them... or so it seems.,action,horror
Fire in the Night,"When Terry rejects the son of the wealthiest and most powerful man in town, they start to make life difficult for her and her father.",action,romance
Paintball,"A group of young urban workaholics sign up for a weekend of paintballing to have some adventure. But the adrenaline-filled entertainment soon turns into a manhunt, in which they become the",action,horror
Milford Green,"In the Victorian village of Milford Green socially awkward inventor, Alfie Fairfield discovers we're not alone in this universe.",action,romance
A Couple of Trouble,"Ruby is a hot young wife looking for kicks and raunchy pleasures anywhere she can find them. First it's with Johnny the Pusher, and she uses her tight little body like a knockout punch -",romance,horror
Jian nu,"During a period of upheaval, an itinerant performer has a troupe of four children, one of whom is his daughter Mu-Lin. Jump ahead 15 years, he's ready to retire and has arranged Mu-Lin's",action,romance
Pretty Problems,"Jack and Lindsay are invited on a getaway trip with affluent strangers: down the rabbit hole, and into the most unhinged weekend of their lives. Can their relationship survive?",romance,horror
In the Realms of Madness,"A mysterious traveler infiltrates a dangerous underground organization. Gabriel Black, a traveler, journeys into San Antonio where he encounters The Wendagora, a spirit, who leads him to a",horror,action
